year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2012,0,None,2722227.00,None,6158000,None,None,-0.616347,1.56379,3,2.95164,1,1.0,-0.00177606,4mg030711,3139706
2013,0,None,2072020.00,None,5093000,None,None,-0.238851,-0.207433,2,1.73466,1,1.0,-0.00170845,4mg030711,3139706
2014,0,None,4408883.00,None,10351119,None,None,1.12782,0.0335956,7,5.51861,3,1.82319,-0.0036224,4mg030711,3139706
2000,0,6715531.00,1599251.00,44884252,357136,None,None,None,None,5,3.38464,11,2.76343,None,4mg030712,3141108
2001,0,7808091.00,6295159.00,27002613,1920676,0.162692,None,2.93632,None,5,2.36737,11,4.10984,None,4mg030712,3141108
2002,0,3782259.00,5703140.00,12528292,2215338,-0.515597,None,-0.0940435,None,5,2.63449,11,3.46682,0.0584048,4mg030712,3141108
2003,0,3705432.00,11554442.00,7586348,18256472,-0.0203125,None,1.02598,None,6,1.37486,10,3.28742,0.100485,4mg030712,3141108
2004,0,4604914.00,19773713.00,37224640,53671417,0.242747,None,0.711352,None,6,1.31412,11,3.14597,0.0787442,4mg030712,3141108
2005,0,3015676.00,43372103.00,1189686,95551242,-0.345118,-0.147958,1.19342,0.934901,8,1.63128,14,2.96014,0.0953393,4mg030712,3141108
2006,0,3760967.00,44889217.00,19806301,78360012,0.247139,-0.135926,0.034979,0.481246,12,2.12517,18,3.20391,0.101293,4mg030712,3141108
2007,0,7449818.00,73929815.00,68763032,130037518,0.980825,0.145194,0.646939,0.669326,11,3.13182,11,2.99789,0.117291,4mg030712,3141108
2008,0,8166897.00,80332895.00,39913357,92047446,0.0962546,0.171234,0.0866103,0.473767,10,3.64516,16,3.69783,0.113133,4mg030712,3141108
2009,0,3720040.00,52604935.00,32283588,113834208,-0.544498,-0.04178,-0.345163,0.216151,11,3.72612,14,2.16401,-0.00123067,4mg030712,3141108
2010,0,4976111.00,49579925.00,18528826,48418728,0.33765,0.105353,-0.0575043,0.027115,8,3.60826,17,4.19913,0.0621615,4mg030712,3141108
2011,0,8006865.00,58018167.00,18604595,35447882,0.609061,0.163142,0.170195,0.052651,5,2.39329,11,4.02683,0.0683873,4mg030712,3141108
2012,0,6517134.00,38517310.00,25024404,21456720,-0.186057,-0.0263963,-0.336116,-0.122257,10,1.9634,12,2.80397,0.0654761,4mg030712,3141108
2013,0,8581944.00,17125879.00,32093227,23579074,0.316828,0.0099636,-0.555372,-0.265906,6,2.05798,12,3.04719,0.0291363,4mg030712,3141108
2014,0,10748908.00,16426821.00,42082737,28137693,0.252503,0.236412,-0.0408188,-0.207671,10,2.07565,16,2.45501,0.0152518,4mg030712,3141108
2000,0,180000.00,14527024.00,23220,43775470,None,None,None,None,33,11.5634,5,1.30514,None,4mg030713,3146909
2001,0,237832.00,18169515.00,44020,56688845,0.321289,None,0.250739,None,39,12.4018,4,1.36328,None,4mg030713,3146909
2002,0,45877.00,19981577.00,2740,66408749,-0.807103,None,0.0997309,None,44,11.6229,4,1.56599,0.101896,4mg030713,3146909
2003,0,92480.00,24123062.00,23761,78259860,1.01582,None,0.207265,None,47,12.648,9,1.30499,-0.11286,4mg030713,3146909
2004,0,87963.00,38040470.00,11698,120255717,-0.048843,None,0.576934,None,56,12.6203,9,1.22145,-0.400297,4mg030713,3146909
2005,0,358012.00,44797398.00,39428,131305957,3.07003,0.147427,0.177625,0.252608,59,13.5065,8,1.26628,-0.232897,4mg030713,3146909
2006,0,212654.00,54606057.00,17353,145566189,-0.406014,-0.0221311,0.218956,0.246176,57,12.9725,12,1.30071,-0.115572,4mg030713,3146909
2007,0,325276.00,65363591.00,35055,162173861,0.529602,0.479556,0.197003,0.26748,60,13.2636,7,1.2368,-0.0794094,4mg030713,3146909
2008,0,204534.00,69670698.00,18564,154343040,-0.371199,0.172043,0.0658946,0.236299,67,13.5139,8,1.18794,-0.163959,4mg030713,3146909
2009,0,463593.00,46257228.00,67366,110858043,1.26658,0.394336,-0.336059,0.0398884,59,13.0356,7,1.17488,-0.525885,4mg030713,3146909
2010,0,62306.00,51283173.00,66105,120886376,-0.865602,-0.295102,0.108652,0.0274115,59,12.7404,6,1.13061,-0.183587,4mg030713,3146909
2011,0,124626.00,42907474.00,55264,91847386,1.00022,-0.101357,-0.163323,-0.0470756,60,15.1806,8,1.24395,-0.305255,4mg030713,3146909
2012,0,161452.00,38668517.00,78501,85620915,0.295492,-0.130723,-0.098793,-0.0996646,58,13.3017,5,1.23376,-0.418488,4mg030713,3146909
2013,0,129159.00,35422496.00,123099,77866173,-0.200016,-0.0878383,-0.0839448,-0.126534,52,13.2293,5,1.22188,-0.394099,4mg030713,3146909
2014,0,237789.00,33755861.00,110726,73717333,0.841056,-0.124994,-0.0470502,-0.0610685,54,12.4515,4,1.1967,-0.343898,4mg030713,3146909
2000,0,386182.00,8298949.00,2646,16617666,None,None,None,None,20,2.38269,4,1.19294,None,4mg030714,3147402
2001,0,188632.00,6369683.00,51151,13063523,-0.511546,None,-0.232471,None,15,2.07457,3,1.05759,None,4mg030714,3147402
2002,0,265648.00,7225746.00,123205,17801009,0.408287,None,0.134396,None,13,2.47167,3,1.14404,0.031361,4mg030714,3147402
2003,0,91862.00,7357228.00,300605,20532331,-0.654197,None,0.0181963,None,14,3.09989,4,1.21388,-0.0367553,4mg030714,3147402
2004,0,169099.00,8499114.00,426533,24033111,0.840794,None,0.155206,None,18,4.10746,3,1.23099,-0.176849,4mg030714,3147402
2005,0,269367.00,7366997.00,109097,21469773,0.592954,-0.0695127,-0.133204,-0.0235422,25,5.31539,3,1.35837,-0.13532,4mg030714,3147402
2006,0,3146725.00,8175802.00,1262714,21681935,10.6819,0.755693,0.109788,0.0511931,24,5.12347,3,1.21115,-0.0377264,4mg030714,3147402
2007,0,1061961.00,6690519.00,61880,15743219,-0.662519,0.319351,-0.181668,-0.015274,26,6.24788,5,1.32621,-0.0180958,4mg030714,3147402
2008,0,778899.00,6048143.00,113917,11611503,-0.266547,0.533448,-0.0960129,-0.0384285,24,7.22099,5,1.71808,0.0035281,4mg030714,3147402
2009,0,2884057.00,3492824.00,460254,6862378,2.70274,0.763488,-0.422496,-0.162932,21,6.86182,4,1.67547,-0.0250045,4mg030714,3147402
2010,0,117134.00,4287177.00,1130,6750534,-0.959386,-0.153421,0.227424,-0.10262,15,5.58539,3,2.33896,0.00298945,4mg030714,3147402
2011,0,43973.00,3088931.00,164,5024041,-0.624592,-0.574337,-0.279495,-0.176894,13,6.46406,3,1.69514,-0.0344771,4mg030714,3147402
2012,0,122880.00,3489915.00,3924,4594030,1.79444,-0.350357,0.129813,-0.122048,15,7.78312,6,3.40199,-0.0503895,4mg030714,3147402
2013,0,980054.00,5243668.00,53409,6049249,6.9757,0.0470171,0.50252,-0.0281424,15,7.18049,7,4.46484,-0.0790763,4mg030714,3147402
2014,0,1476849.00,4562957.00,294453,5970350,0.506906,-0.125285,-0.129816,0.0549064,16,6.81755,8,3.63567,-0.0428376,4mg030714,3147402
2000,0,624.00,None,27,None,None,None,None,None,0,None,0,None,None,4mg030716,3153608
2002,0,None,3171473.00,None,26934000,None,None,None,None,2,1.98441,1,1.0,-0.00071911,4mg030716,3153608
2003,0,None,5941453.00,None,51898000,None,None,0.873405,None,4,3.08555,1,1.0,-0.00154084,4mg030716,3153608
2005,0,None,6295430.00,None,20916000,None,None,None,None,1,1.0,1,1.0,-0.000700206,4mg030716,3153608
2009,0,11011.00,None,7496,None,None,None,None,None,0,None,0,None,None,4mg030716,3153608
2014,0,None,134517.00,None,35876,None,None,None,None,1,1.0,3,1.25833,7.33323e-05,4mg030716,3153608
2000,0,93435656.00,94043668.00,21403849,720373250,None,None,None,None,25,3.53034,23,1.7039,None,4mg030719,3167202
2001,0,125798706.00,120498386.00,27854823,748011067,0.346367,None,0.281302,None,32,7.12077,61,3.06419,None,4mg030719,3167202
2002,0,94410939.00,109446358.00,17731722,747087008,-0.249508,None,-0.0917193,None,31,5.72624,73,2.93335,-0.101556,4mg030719,3167202
2003,0,81419111.00,147454535.00,15437088,904725693,-0.137609,None,0.347277,None,37,6.48331,113,2.41862,-0.115287,4mg030719,3167202
2004,0,173549059.00,291936389.00,28896401,1145543565,1.13155,None,0.97984,None,51,9.11748,112,3.23747,-0.345562,4mg030719,3167202
2005,0,204361281.00,538440616.00,30971263,1575344234,0.177542,0.169438,0.844377,0.417626,57,8.49058,96,3.34525,-0.063036,4mg030719,3167202
2006,0,203646335.00,504696914.00,33125148,1091034153,-0.00349844,0.101134,-0.0626693,0.331711,66,9.69794,108,5.03799,-0.557859,4mg030719,3167202
2007,0,414911068.00,591344780.00,53089259,937522018,1.03741,0.34458,0.171683,0.40129,74,12.5986,93,5.828,-0.316746,4mg030719,3167202
2008,0,737788622.00,913984073.00,85136669,982814358,0.778185,0.553965,0.545603,0.44031,83,13.3422,106,4.64522,0.161945,4mg030719,3167202
2009,0,324651914.00,300317514.00,36546604,412221796,-0.559966,0.133442,-0.671419,0.00567693,82,13.8966,109,6.75121,-0.305704,4mg030719,3167202
2010,0,663908700.00,409253702.00,115677254,385469849,1.04499,0.265733,0.362737,-0.0533903,77,9.00604,108,5.47559,0.164456,4mg030719,3167202
2011,0,963914740.00,630211380.00,140678582,504838382,0.451878,0.364685,0.539904,0.0454208,74,9.09813,138,6.83411,0.0193611,4mg030719,3167202
2012,0,731339496.00,537738791.00,157198682,434301608,-0.241282,0.120038,-0.146733,-0.0188258,67,9.01628,140,8.10402,0.348765,4mg030719,3167202
2013,0,926204386.00,566304083.00,134902258,533236817,0.266449,0.0465379,0.0531211,-0.0912965,66,7.13117,142,6.95439,0.428852,4mg030719,3167202
2014,0,619998329.00,396650738.00,59803263,457659672,-0.330603,0.138137,-0.29958,0.0572204,65,7.87805,113,6.14585,0.26364,4mg030719,3167202
2000,0,284990.00,10333181.00,107294,4285944,None,None,None,None,6,1.69791,6,1.55805,None,4mg040000,3108552
2001,0,1904115.00,14140880.00,1299835,6837886,5.68134,None,0.368492,None,5,1.73132,7,1.55236,None,4mg040000,3108552
2002,0,6027671.00,19930334.00,7298505,10687328,2.1656,None,0.409413,None,5,1.98145,15,2.55109,-2.56654,4mg040000,3108552
2003,0,13660578.00,25422298.00,8658151,12396358,1.26631,None,0.275558,None,4,1.85263,14,4.19281,-6.54653,4mg040000,3108552
2004,0,20831191.00,31195143.00,12710726,13870473,0.524913,None,0.227078,None,6,1.99499,12,3.79326,-4.65076,4mg040000,3108552
2005,0,10198191.00,48841618.00,5627592,18234756,-0.510436,1.04521,0.56568,0.364304,7,1.72767,16,3.53314,-6.05738,4mg040000,3108552
2006,0,3877688.00,37629234.00,2222692,12400319,-0.619767,0.152858,-0.229566,0.216213,5,1.68654,19,4.87548,-4.77827,4mg040000,3108552
2007,0,6034807.00,34269650.00,2274373,10143975,0.55629,0.000236663,-0.0892812,0.114497,3,1.18708,24,3.63561,-5.32536,4mg040000,3108552
2008,0,1050545.00,25490498.00,573562,9398240,-0.825919,-0.401328,-0.256179,0.000535962,3,1.17962,25,1.85833,-4.44538,4mg040000,3108552
2009,0,89182.00,29882476.00,69953,12187627,-0.915109,-0.664021,0.172299,-0.00856118,2,1.14686,42,1.81947,-3.90367,4mg040000,3108552
2010,0,115357.00,8904575.00,20845,2505130,0.293501,-0.591959,-0.702013,-0.288517,2,1.0393,20,3.42921,-0.199733,4mg040000,3108552
2011,0,216845.00,2055536.00,1835,629673,0.879773,-0.438286,-0.76916,-0.440912,2,1.00701,8,3.74947,-0.0116902,4mg040000,3108552
2012,0,138980.00,7346760.00,2005,3204237,-0.359081,-0.52961,2.57413,-0.265085,1,1.0,5,1.03062,-0.0753787,4mg040000,3108552
2013,0,64565.00,4047069.00,362,1883301,-0.535437,-0.427578,-0.449136,-0.307926,1,1.0,9,1.83975,-0.832551,4mg040000,3108552
2014,0,60855.00,3556907.00,505,1779553,-0.0574615,-0.0735888,-0.121115,-0.346672,1,1.0,2,1.02766,-0.0234739,4mg040000,3108552
2012,0,None,3552057.00,None,1995825,None,None,None,None,4,2.66644,1,1.0,-0.0041039,4mg040001,3128600
2013,0,None,1652241.00,None,901421,None,None,-0.53485,None,8,5.56092,1,1.0,-0.00363094,4mg040001,3128600
2001,0,19550.00,None,900,None,None,None,None,None,0,None,0,None,None,4mg040002,3136306
2002,0,73811.00,None,1851,None,2.7755,None,None,None,0,None,0,None,None,4mg040002,3136306
2005,0,85722.00,None,1125,None,None,None,None,None,0,None,0,None,None,4mg040002,3136306
2008,0,None,739313.00,None,2500000,None,None,None,None,2,1.9221,1,1.0,-0.00025384,4mg040002,3136306
2009,0,None,29259313.00,None,82200000,None,None,38.5764,None,10,7.12865,1,1.0,-0.00529204,4mg040002,3136306
2010,0,90000.00,59015759.00,2000,127116159,None,0.00978762,1.01699,None,17,11.6093,1,1.0,-0.00757223,4mg040002,3136306
2011,0,None,68123146.00,None,120532852,None,None,0.154321,None,16,12.3041,1,1.0,-0.00687589,4mg040002,3136306
2012,0,None,93634533.00,None,199903961,None,None,0.374489,None,12,9.72288,1,1.0,-0.0110144,4mg040002,3136306
2013,0,None,116309666.00,None,272975651,None,None,0.242166,1.75016,20,11.8187,4,1.43763,-0.0162354,4mg040002,3136306
2014,0,None,78941023.00,None,204778950,None,None,-0.321286,0.219573,18,7.6083,2,1.07904,-0.012426,4mg040002,3136306
2005,0,366644.00,None,21640,None,None,None,None,None,0,None,0,None,None,4mg040003,3137106
2006,0,33363.00,None,2250,None,-0.909004,None,None,None,0,None,0,None,None,4mg040003,3137106
2009,0,4371.00,None,205,None,None,None,None,None,0,None,0,None,None,4mg040003,3137106
2010,0,5388.00,None,172,None,0.23267,-0.570032,None,None,0,None,0,None,None,4mg040003,3137106
2012,0,18317.00,None,562,None,None,None,None,None,0,None,0,None,None,4mg040003,3137106
2014,0,14860.00,None,56,None,None,0.277284,None,None,0,None,0,None,None,4mg040003,3137106
2000,0,4543622.00,69621046.00,7524219,25056181,None,None,None,None,10,1.68856,3,1.50419,None,4mg040005,3147006
2001,0,3902199.00,57498938.00,6635338,15929151,-0.14117,None,-0.174116,None,16,2.95519,4,1.54044,None,4mg040005,3147006
2002,0,5326089.00,74699488.00,9380782,15312032,0.364894,None,0.299146,None,8,2.35052,4,1.24514,-1.49467,4mg040005,3147006
2003,0,5342347.00,76402073.00,5109231,18733293,0.00305252,None,0.0227925,None,7,2.44878,5,1.24099,-1.25486,4mg040005,3147006
2004,0,6645222.00,86912036.00,7808729,30775979,0.243877,None,0.137561,None,8,2.94178,12,1.49761,-1.03663,4mg040005,3147006
2005,0,8271204.00,93975533.00,7132348,41796664,0.244684,0.127284,0.0812718,0.0618297,8,4.30173,4,1.60306,-1.42877,4mg040005,3147006
2006,0,7820641.00,112447241.00,7490366,26906562,-0.0544737,0.149176,0.196559,0.143557,9,2.3731,4,1.40627,-1.11197,4mg040005,3147006
2007,0,42893078.00,146213726.00,10637811,47951945,4.4846,0.517734,0.300287,0.143758,7,3.02467,4,1.76196,-1.5598,4mg040005,3147006
2008,0,92503569.00,171020739.00,27785144,30670496,1.15661,0.768827,0.169663,0.174867,9,3.78869,3,1.47281,-1.51856,4mg040005,3147006
2009,0,24178413.00,348507550.00,9291329,77790458,-0.738622,0.294743,1.03781,0.32016,12,3.29287,20,1.45127,-1.82686,4mg040005,3147006
2010,0,35218299.00,598161150.00,24520303,45766028,0.456601,0.336103,0.716351,0.447974,9,3.92315,4,1.20016,-1.95386,4mg040005,3147006
2011,0,67356760.00,731877245.00,28352594,56516214,0.91255,0.538253,0.223545,0.454447,12,3.87449,5,1.22193,-1.9349,4mg040005,3147006
2012,0,57705817.00,757381340.00,26931965,16612633,-0.143281,0.0611248,0.0348475,0.389522,15,4.6976,3,1.05179,-1.87399,4mg040005,3147006
2013,0,62215693.00,761657602.00,34760189,28792934,0.0781529,-0.0762631,0.00564611,0.348162,13,5.44838,5,1.1125,-1.72301,4mg040005,3147006
2014,0,67649686.00,659204917.00,34220968,28464444,0.0873412,0.228479,-0.134513,0.135956,10,3.65588,8,1.14108,-1.42805,4mg040005,3147006
2000,0,27108.00,None,6746,None,None,None,None,None,0,None,0,None,None,4mg040006,3153400
2010,0,None,62418.00,None,4623,None,None,None,None,1,1.0,1,1.0,0.046489,4mg040006,3153400
2011,0,None,592880.00,None,29818,None,None,8.49854,None,1,1.0,1,1.0,0.120721,4mg040006,3153400
2008,0,79698.00,None,4270,None,None,None,None,None,0,None,0,None,None,4mg040007,3161700
2009,0,3681.00,None,65,None,-0.953813,None,None,None,0,None,0,None,None,4mg040007,3161700
2000,0,1129641.00,None,5040409,None,None,None,None,None,0,None,0,None,None,4mg040009,3171006
2001,0,2436747.00,9720.00,124642,27000,1.1571,None,None,None,1,1.0,1,1.0,None,4mg040009,3171006
2002,0,785105.00,10080.00,39310,28000,-0.677806,None,0.037037,None,1,1.0,1,1.0,-0.00654709,4mg040009,3171006
2003,0,4129652.00,15120.00,236146,42000,4.26,None,0.5,None,1,1.0,1,1.0,-0.00829226,4mg040009,3171006
2004,0,1816329.00,None,128728,None,-0.560174,None,None,None,0,None,0,None,None,4mg040009,3171006
2005,0,3322439.00,None,128031,None,0.829206,0.240804,None,None,0,None,0,None,None,4mg040009,3171006
2006,0,277358.00,None,49333,None,-0.91652,-0.352491,None,None,0,None,0,None,None,4mg040009,3171006
2007,0,927420.00,None,196662,None,2.34377,0.0338791,None,None,0,None,0,None,None,4mg040009,3171006
2008,0,691411.00,None,99163,None,-0.254479,-0.300537,None,None,0,None,0,None,None,4mg040009,3171006
2009,0,1395396.00,None,86247,None,1.01819,-0.0513618,None,None,0,None,0,None,None,4mg040009,3171006
2010,0,2161501.00,None,296871,None,0.549023,-0.0823867,None,None,0,None,0,None,None,4mg040009,3171006
2011,0,8329904.00,None,2907747,None,2.85376,0.974785,None,None,0,None,0,None,None,4mg040009,3171006
2012,0,6029359.00,971263.00,2812470,727287,-0.276179,0.454116,None,None,1,1.0,1,1.0,-0.192279,4mg040009,3171006
2013,0,4210749.00,2175644.00,2972105,4248978,-0.301626,0.43524,1.24002,None,3,2.44403,1,1.0,-0.339572,4mg040009,3171006
2014,0,8960006.00,6764859.00,3166705,4607661,1.12789,0.450515,2.10936,None,3,2.51608,1,1.0,-0.629274,4mg040009,3171006
2013,0,None,2000.00,None,26,None,None,None,None,1,1.0,1,1.0,-0.00149898,4mg040100,3104502
2000,0,None,97280.00,None,50400,None,None,None,None,1,1.0,1,1.0,None,4mg040101,3108206
2001,0,None,46200.00,None,33600,None,None,-0.525082,None,1,1.0,1,1.0,None,4mg040101,3108206
2002,0,None,62920.00,None,52800,None,None,0.361905,None,1,1.0,1,1.0,-0.000112067,4mg040101,3108206
2003,0,None,36400.00,None,25800,None,None,-0.421488,None,1,1.0,1,1.0,-6.22084e-05,4mg040101,3108206
2004,0,None,52800.00,None,26400,None,None,0.450549,None,1,1.0,1,1.0,-6.45586e-05,4mg040101,3108206
2006,0,None,113600.00,None,52800,None,None,None,0.197146,1,1.0,1,1.0,-8.05021e-05,4mg040101,3108206
2008,0,None,60018.00,None,22920,None,None,None,0.105188,1,1.0,1,1.0,-3.02054e-05,4mg040101,3108206
2010,0,None,63223.00,None,19200,None,None,None,None,1,1.0,1,1.0,-2.35853e-05,4mg040101,3108206
2011,0,None,127906.00,None,19200,None,None,1.02309,0.024006,1,1.0,1,1.0,-3.33785e-05,4mg040101,3108206
2013,0,None,104297.00,None,19200,None,None,None,0.116858,1,1.0,1,1.0,-5.11244e-05,4mg040101,3108206
2000,0,None,6438744.00,None,32593591,None,None,None,None,3,2.65348,1,1.0,None,4mg040102,3109303
2005,0,None,13226913.00,None,51543725,None,None,None,0.154866,3,2.60497,1,1.0,-0.00448157,4mg040102,3109303
2006,0,None,19132494.00,None,85968275,None,None,0.446482,None,3,1.5145,1,1.0,-0.00405455,4mg040102,3109303
2008,0,None,7863727.00,None,16200000,None,None,None,None,4,2.26704,2,1.18932,-0.0011281,4mg040102,3109303
2009,0,None,17307952.00,None,43514440,None,None,1.20099,None,5,2.98883,2,1.01042,-0.00208762,4mg040102,3109303
2010,0,None,13989164.00,None,36646450,None,None,-0.191749,0.0112689,5,4.10559,1,1.0,-0.000721527,4mg040102,3109303
2011,0,None,31759555.00,None,62568835,None,None,1.2703,0.106676,6,2.46691,1,1.0,-0.00105275,4mg040102,3109303
2012,0,None,31362516.00,None,64447366,None,None,-0.0125014,None,7,3.44949,2,1.39437,-0.00141478,4mg040102,3109303
2013,0,302091.00,13721272.00,632,25175705,None,None,-0.562495,0.117772,5,1.62258,3,1.25395,-1.94521,4mg040102,3109303
2014,0,None,40257888.00,None,77853689,None,None,1.93398,0.183916,7,1.9304,2,1.07948,-0.0529356,4mg040102,3109303
2000,0,499840.00,None,3294,None,None,None,None,None,0,None,0,None,None,4mg040107,3170404
2003,0,None,27394.00,None,2535,None,None,None,None,1,1.0,2,1.90827,-0.00134996,4mg040107,3170404
2004,0,None,253611.00,None,156834,None,None,8.2579,None,3,2.68477,3,1.93702,-0.00277717,4mg040107,3170404
2006,0,None,6442949.00,None,27892105,None,None,None,None,2,1.6749,1,1.0,-0.00136539,4mg040107,3170404
2007,0,None,27294294.00,None,97760247,None,None,3.2363,None,9,3.99234,2,1.12035,-0.00909106,4mg040107,3170404
2008,0,None,15484050.00,None,42184693,None,None,-0.4327,2.55178,8,4.27793,3,2.1732,-0.00866749,4mg040107,3170404
2009,0,None,18950989.00,None,50689386,None,None,0.223904,1.3697,7,3.8786,3,1.32204,-0.00345584,4mg040107,3170404
2010,0,55850.00,37198489.00,415,128108184,None,None,0.962879,None,10,5.47052,3,2.04226,-0.00983978,4mg040107,3170404
2011,0,None,19928595.00,None,32008167,None,None,-0.464263,0.253367,8,4.43506,2,1.7104,-0.00825786,4mg040107,3170404
2012,0,990516.00,72162822.00,5182,114425626,None,None,2.62107,0.214642,10,2.9279,3,1.67242,-0.0150119,4mg040107,3170404
2013,0,44269.00,57762011.00,1650,106969400,-0.955307,None,-0.19956,0.301222,12,2.15337,3,1.58838,-0.0137422,4mg040107,3170404
2014,0,189664.00,41488994.00,87,82703709,3.28435,None,-0.281725,0.169662,13,4.0038,3,1.42715,-0.00631883,4mg040107,3170404
2000,0,360935.00,4934917.00,81237,3220426,None,None,None,None,17,5.84608,3,1.64815,None,4mg050000,3107307
2001,0,4889399.00,2021059.00,2537820,1342665,12.5465,None,-0.590457,None,10,2.75426,6,2.60795,None,4mg050000,3107307
2002,0,978524.00,1735604.00,263586,2222809,-0.799868,None,-0.14124,None,10,3.83749,12,3.12002,0.164394,4mg050000,3107307
2003,0,1088544.00,3609767.00,60911,1400082,0.112435,None,1.07983,None,3,1.87813,7,2.10593,0.523815,4mg050000,3107307
2004,0,1308846.00,7361790.00,992872,2197939,0.202382,None,1.03941,None,5,1.57441,3,1.56703,0.546358,4mg050000,3107307
