year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2002,0,508104.00,293570.00,41096,333547,-0.828766,None,-0.447379,None,9,5.27648,8,1.65545,-0.00481135,4mg070408,3134905
2003,0,114000.00,337425.00,3380,328726,-0.775636,None,0.149385,None,11,7.29983,8,1.54485,-0.00622636,4mg070408,3134905
2004,0,1604128.00,152697.00,257103,28636,13.0713,None,-0.547464,None,16,10.5727,7,4.72143,-0.0354981,4mg070408,3134905
2005,0,818998.00,301853.00,144811,6051,-0.489443,-0.196274,0.97681,0.978687,26,17.1947,15,5.69756,-0.0626535,4mg070408,3134905
2006,0,1003894.00,530154.00,170918,39382,0.225759,-0.194872,0.756332,-0.000406179,23,15.8628,18,6.94962,-0.221668,4mg070408,3134905
2007,0,1641088.00,840709.00,295691,14528,0.634722,0.264258,0.585783,0.234204,23,10.6701,13,4.76422,-0.326593,4mg070408,3134905
2008,0,1331187.00,1282469.00,101185,23664,-0.188839,0.634808,0.525461,0.306092,25,11.9602,16,6.13712,-0.470934,4mg070408,3134905
2009,0,694896.00,1108895.00,138114,72548,-0.477988,-0.154067,-0.135344,0.486661,32,16.3376,16,5.58117,-0.35303,4mg070408,3134905
2010,0,4597221.00,1450671.00,697339,37346,5.6157,0.412025,0.308213,0.368846,34,18.4797,16,5.97899,-0.363443,4mg070408,3134905
2011,0,20570831.00,2405178.00,8947583,59251,3.47462,0.829417,0.657976,0.35316,28,9.31577,20,5.45279,-0.342911,4mg070408,3134905
2012,0,9870811.00,6158832.00,2327669,374613,-0.520155,0.431674,1.56066,0.48926,23,2.3963,21,2.16859,-0.337241,4mg070408,3134905
2013,0,14082301.00,4794218.00,5152539,149725,0.426661,0.602828,-0.22157,0.30177,25,3.01733,19,2.83365,-0.403815,4mg070408,3134905
2014,0,25853067.00,2763732.00,11043659,85413,0.835855,1.06119,-0.423528,0.200386,26,4.29121,23,4.47721,-0.279251,4mg070408,3134905
2000,0,5863081.00,None,216310,None,None,None,None,None,0,None,0,None,None,4mg070409,3143401
2001,0,10011987.00,271.00,351667,25,0.707632,None,None,None,1,1.0,2,1.84603,None,4mg070409,3143401
2002,0,1584360.00,65714.00,56890,3565,-0.841754,None,241.487,None,2,1.71115,1,1.0,0.0321572,4mg070409,3143401
2003,0,234608.00,148169.00,6717,4121,-0.851923,None,1.25476,None,12,5.25885,27,12.4922,-0.0204247,4mg070409,3143401
2004,0,915312.00,302034.00,46899,99597,2.90145,None,1.03844,None,14,7.90735,22,8.78592,-0.0680077,4mg070409,3143401
2005,0,582003.00,427648.00,104137,147704,-0.364148,-0.369972,0.415894,None,12,6.07342,18,4.6832,-0.0375018,4mg070409,3143401
2006,0,605929.00,51371.00,175930,12935,0.0411098,-0.429336,-0.879875,1.85463,6,3.59002,11,5.37476,-0.00371141,4mg070409,3143401
2007,0,653923.00,95714.00,92404,7134,0.0792073,-0.162211,0.863191,0.0781111,3,1.86439,3,1.86439,0.0343164,4mg070409,3143401
2008,0,1210108.00,19511.00,58150,20219,0.850536,0.388341,-0.796153,-0.33334,1,1.0,1,1.0,-5.36257e-05,4mg070409,3143401
2009,0,709461.00,None,27240,None,-0.413721,-0.0496756,None,None,0,None,0,None,None,4mg070409,3143401
2010,0,1544323.00,536.00,76493,7,1.17676,0.215521,None,-0.737206,2,1.61803,3,2.83873,-4.21032e-05,4mg070409,3143401
2011,0,1827563.00,208.00,83385,19,0.183407,0.247068,-0.61194,-0.667747,1,1.0,1,1.0,-5.428e-08,4mg070409,3143401
2012,0,1540300.00,7037.00,60841,224,-0.157184,0.186904,32.8317,-0.406689,3,2.72028,4,2.99121,0.771461,4mg070409,3143401
2013,0,1176668.00,None,38965,None,-0.236079,-0.0055889,None,None,0,None,0,None,None,4mg070409,3143401
2014,0,546557.00,None,25455,None,-0.535505,-0.0508357,None,None,0,None,0,None,None,4mg070409,3143401
2000,0,486670.00,38442420.00,41667,22985053,None,None,None,None,31,15.321,11,1.10002,None,4mg070410,3146008
2001,0,749447.00,25445779.00,79345,25124117,0.539949,None,-0.338081,None,30,13.028,11,1.17719,None,4mg070410,3146008
2002,0,437152.00,21405947.00,88307,26409221,-0.416701,None,-0.158762,None,29,12.9056,9,1.16299,0.0433842,4mg070410,3146008
2003,0,138416.00,27358868.00,72508,27423564,-0.683369,None,0.278097,None,30,11.5947,12,1.17529,-0.0168886,4mg070410,3146008
2004,0,437051.00,41554404.00,59693,34852229,2.15752,None,0.518864,None,34,12.72,15,1.16166,-0.028387,4mg070410,3146008
2005,0,1101829.00,71513432.00,43129,36355953,1.52105,0.177541,0.720959,0.13218,32,9.68097,13,1.17803,0.00931125,4mg070410,3146008
2006,0,567069.00,63711648.00,24282,31864809,-0.485338,-0.0542442,-0.109095,0.201491,32,7.60158,18,1.06631,-0.0394399,4mg070410,3146008
2007,0,761316.00,55318680.00,47908,24855389,0.342546,0.117343,-0.131734,0.209115,26,7.16782,14,1.10512,-0.0222622,4mg070410,3146008
2008,0,329390.00,70113192.00,18545,26097408,-0.567341,0.189337,0.267442,0.207092,27,7.60381,13,1.09216,-0.0242991,4mg070410,3146008
2009,0,284856.00,55748488.00,46186,23425572,-0.135201,-0.0820508,-0.204879,0.0605306,29,9.09948,14,1.12085,-0.0156983,4mg070410,3146008
2010,0,354014.00,97360916.00,37818,30451647,0.242782,-0.203141,0.746432,0.0636516,27,8.32828,11,1.10284,-0.0159464,4mg070410,3146008
2011,0,680183.00,143252549.00,10180,27351515,0.921345,0.0370459,0.471356,0.175917,26,8.2516,11,1.03777,-0.0331145,4mg070410,3146008
2012,0,596783.00,127114559.00,86877,32169037,-0.122614,-0.0475322,-0.112654,0.18104,32,8.76668,16,1.18624,-0.0413979,4mg070410,3146008
2013,0,863101.00,76246880.00,108123,28456362,0.446256,0.212468,-0.400172,0.0169146,32,8.26775,17,1.18165,-0.028179,4mg070410,3146008
2014,0,1036300.00,87124109.00,311073,27142586,0.200671,0.294709,0.142658,0.093405,38,8.77114,16,1.12424,-0.0239399,4mg070410,3146008
2000,0,112645669.00,145873310.00,132252363,411559544,None,None,None,None,33,4.58609,34,6.13954,None,4mg070411,3151800
2001,0,94111168.00,132801415.00,95195069,317761262,-0.164538,None,-0.0896113,None,41,6.58999,44,8.29182,None,4mg070411,3151800
2002,0,60660586.00,123881018.00,74020497,157169853,-0.355437,None,-0.0671709,None,48,12.58,70,7.14292,0.774402,4mg070411,3151800
2003,0,72496962.00,146899801.00,79875472,167929074,0.195125,None,0.185814,None,53,14.1141,60,8.44602,0.0962572,4mg070411,3151800
2004,0,102574212.00,194751134.00,83070542,221553612,0.414876,None,0.325741,None,66,13.7011,81,8.87304,-0.50516,4mg070411,3151800
2005,0,123600720.00,208429517.00,66733389,250870044,0.204988,0.0187352,0.0702352,0.0739812,73,14.2562,100,9.24934,-0.306753,4mg070411,3151800
2006,0,146466042.00,204875467.00,52427622,226145170,0.184993,0.0924942,-0.0170516,0.0905798,52,15.4613,61,8.80855,0.327263,4mg070411,3151800
2007,0,154425813.00,171427547.00,54750791,183631706,0.0543455,0.205487,-0.16326,0.0671247,58,14.6324,58,8.9468,0.579169,4mg070411,3151800
2008,0,138746832.00,174712272.00,55488755,232673956,-0.101531,0.138625,0.019161,0.0352862,51,10.8889,51,6.74384,-0.123211,4mg070411,3151800
2009,0,90349715.00,169855019.00,52841786,193713016,-0.348816,-0.0250604,-0.0278014,-0.0269847,50,11.7771,60,5.92004,-0.843728,4mg070411,3151800
2010,0,103669504.00,203618671.00,55007822,257361322,0.147425,-0.0345584,0.198779,-0.0046595,52,9.80637,50,4.84085,-0.127361,4mg070411,3151800
2011,0,150754175.00,930550174.00,65229431,403571883,0.454181,0.00578807,3.57006,0.353474,61,11.0645,54,2.05522,-0.300247,4mg070411,3151800
2012,0,132605410.00,203386884.00,57451072,250165629,-0.120386,-0.0300077,-0.781434,0.034781,59,11.1622,49,4.15673,-0.29517,4mg070411,3151800
2013,0,214315250.00,204024686.00,52231259,267670025,0.616188,0.0908524,0.00313591,0.0315062,51,9.83089,40,4.33613,-0.465408,4mg070411,3151800
2014,0,330904554.00,261434032.00,80465777,341686855,0.544008,0.296448,0.281384,0.0900759,57,10.7393,38,4.48464,-0.246547,4mg070411,3151800
2000,0,1369.00,None,4200,None,None,None,None,None,0,None,0,None,None,4mg070412,3159209
2002,0,1658.00,None,1800,None,None,None,None,None,0,None,0,None,None,4mg070412,3159209
2010,0,None,139351.00,None,580870,None,None,None,None,2,1.68348,1,1.0,-0.000682422,4mg070412,3159209
2011,0,276907.00,2935609.00,16266,11142226,None,None,20.0663,None,5,1.78078,1,1.0,-0.0121887,4mg070412,3159209
2012,0,674737.00,5806570.00,56235,20414025,1.43669,None,0.977978,None,8,1.8404,2,1.02974,-0.0260411,4mg070412,3159209
2013,0,75468.00,5830473.00,141,20073385,-0.888152,None,0.00411654,None,3,1.30202,1,1.0,-0.0218966,4mg070412,3159209
2014,0,924212.00,2706877.00,71468,10211390,11.2464,None,-0.535736,None,2,1.03476,1,1.0,-0.011837,4mg070412,3159209
2000,0,11246.00,None,18300,None,None,None,None,None,0,None,0,None,None,4mg070500,3107901
2001,0,9770.00,None,14000,None,-0.131247,None,None,None,0,None,0,None,None,4mg070500,3107901
2002,0,14430.00,None,19500,None,0.47697,None,None,None,0,None,0,None,None,4mg070500,3107901
2003,0,15643.00,None,21000,None,0.084061,None,None,None,0,None,0,None,None,4mg070500,3107901
2004,0,20391.00,None,37600,None,0.303522,None,None,None,0,None,0,None,None,4mg070500,3107901
2005,0,13757.00,None,15000,None,-0.32534,0.0411304,None,None,0,None,0,None,None,4mg070500,3107901
2006,0,68503.00,None,83175,None,3.9795,0.476261,None,None,0,None,0,None,None,4mg070500,3107901
2007,0,22254.00,None,28000,None,-0.675138,0.0905067,None,None,0,None,0,None,None,4mg070500,3107901
2008,0,19724.00,None,20000,None,-0.113687,0.0474541,None,None,0,None,0,None,None,4mg070500,3107901
2009,0,13645.00,None,9500,None,-0.308203,-0.0772012,None,None,0,None,0,None,None,4mg070500,3107901
2001,0,60000.00,None,3400,None,None,None,None,None,0,None,0,None,None,4mg070501,3108305
2002,0,None,6519.00,None,1359,None,None,None,None,1,1.0,4,3.86617,-0.00218935,4mg070501,3108305
2004,0,None,13365.00,None,2095,None,None,None,None,1,1.0,3,2.95655,-0.00401553,4mg070501,3108305
2006,0,None,644.00,None,36,None,None,None,None,1,1.0,2,1.7922,-5.10978e-05,4mg070501,3108305
2008,0,132728.00,None,31400,None,None,None,None,None,0,None,0,None,None,4mg070501,3108305
2009,0,94613.00,None,20000,None,-0.287166,None,None,None,0,None,0,None,None,4mg070501,3108305
2010,0,67365.00,None,31590,None,-0.287994,None,None,None,0,None,0,None,None,4mg070501,3108305
2011,0,685268.00,None,83647,None,9.17246,None,None,None,0,None,0,None,None,4mg070501,3108305
2012,0,2331480.00,None,707082,None,2.40229,None,None,None,0,None,0,None,None,4mg070501,3108305
2013,0,3403358.00,49885.00,990175,19200,0.459741,0.913326,None,None,1,1.0,1,1.0,-2.44527e-05,4mg070501,3108305
2014,0,3198902.00,None,1054999,None,-0.0600748,1.02213,None,None,0,None,0,None,None,4mg070501,3108305
2000,0,38909.00,None,19000,None,None,None,None,None,0,None,0,None,None,4mg070502,3109105
2001,0,135193.00,None,52292,None,2.47459,None,None,None,0,None,0,None,None,4mg070502,3109105
2002,0,22061.00,None,30650,None,-0.836818,None,None,None,0,None,0,None,None,4mg070502,3109105
2003,0,24475.00,None,33900,None,0.109424,None,None,None,0,None,0,None,None,4mg070502,3109105
2004,0,4827.00,None,5400,None,-0.802778,None,None,None,0,None,0,None,None,4mg070502,3109105
2005,0,25264.00,None,33000,None,4.23389,-0.0827443,None,None,0,None,0,None,None,4mg070502,3109105
2006,0,27023.00,None,32700,None,0.0696248,-0.275304,None,None,0,None,0,None,None,4mg070502,3109105
2007,0,18137.00,None,20900,None,-0.328831,-0.0384142,None,None,0,None,0,None,None,4mg070502,3109105
2008,0,5856.00,None,6250,None,-0.677124,-0.248765,None,None,0,None,0,None,None,4mg070502,3109105
2009,0,6758.00,None,4750,None,0.15403,0.0696167,None,None,0,None,0,None,None,4mg070502,3109105
2000,0,5999343.00,1043685.00,1152961,3141445,None,None,None,None,9,4.9171,9,2.84074,None,4mg070503,3110509
2001,0,3141805.00,1488590.00,1132857,3862859,-0.476308,None,0.426283,None,6,3.10629,4,1.70958,None,4mg070503,3110509
2002,0,2738925.00,2007749.00,774531,3626538,-0.128232,None,0.348759,None,16,4.48698,6,2.48241,-0.00809274,4mg070503,3110509
2003,0,1467269.00,3010563.00,324547,3313449,-0.46429,None,0.499472,None,15,4.15275,6,2.54389,-0.0262769,4mg070503,3110509
2004,0,2462948.00,3765327.00,656995,549342,0.678593,None,0.250705,None,18,6.24563,9,2.06867,0.149367,4mg070503,3110509
2005,0,3064355.00,2637526.00,991527,381081,0.244182,-0.125727,-0.299523,0.20372,19,8.8054,13,1.92102,-0.110286,4mg070503,3110509
2006,0,3614926.00,3600559.00,944735,425406,0.179669,0.028452,0.365127,0.193216,22,6.53733,9,2.13035,-0.0569651,4mg070503,3110509
2007,0,11351296.00,2033597.00,3544023,192256,2.14012,0.328902,-0.4352,0.00256167,22,9.08413,10,1.96598,-0.0256637,4mg070503,3110509
2008,0,24503153.00,2895476.00,7162195,282758,1.15862,0.756073,0.42382,-0.00776521,20,7.43118,9,1.85326,-0.0326495,4mg070503,3110509
2009,0,10030618.00,1609295.00,5331930,231374,-0.59064,0.324264,-0.444204,-0.156342,22,9.37767,47,6.69206,-0.0122964,4mg070503,3110509
2010,0,9947809.00,2782107.00,4375695,369863,-0.00825562,0.265545,0.728774,0.0107306,23,4.36726,30,4.14118,0.0647987,4mg070503,3110509
2011,0,17207726.00,4722821.00,5125033,713408,0.729801,0.366233,0.69757,0.0557627,20,2.20404,24,2.79205,0.721752,4mg070503,3110509
2012,0,16490294.00,972429.00,5179701,177015,-0.0416924,0.0775479,-0.7941,-0.137183,17,8.00833,23,5.33554,0.518059,4mg070503,3110509
2013,0,9578975.00,886396.00,3027287,239799,-0.419114,-0.171258,-0.0884723,-0.21081,16,4.37653,18,3.90404,0.0182485,4mg070503,3110509
2014,0,5868397.00,293131.00,1486031,68604,-0.387367,-0.101665,-0.6693,-0.288647,14,8.04684,16,5.32963,0.0092108,4mg070503,3110509
2000,0,686734.00,25187.00,194040,7642,None,None,None,None,2,1.52587,2,1.52587,None,4mg070504,3110608
2001,0,4731130.00,31129.00,3814747,11500,5.88932,None,0.235915,None,3,1.90576,3,1.98479,None,4mg070504,3110608
2002,0,2592499.00,126061.00,8487085,63688,-0.452034,None,3.04963,None,4,2.73642,4,2.16509,-0.0743572,4mg070504,3110608
2003,0,1409081.00,481767.00,705614,100364,-0.456478,None,2.8217,None,5,3.17507,12,4.49556,-0.862325,4mg070504,3110608
2004,0,6366314.00,3746983.00,1489510,449090,3.51806,None,6.77758,None,9,2.62549,19,3.56148,-0.502543,4mg070504,3110608
2005,0,1538754.00,396187.00,453126,175751,-0.758298,0.175104,-0.894265,0.735181,4,2.82079,2,1.04724,-0.00198664,4mg070504,3110608
2006,0,2225549.00,435424.00,771381,182784,0.446332,-0.140008,0.0990366,0.694921,6,2.68288,2,1.03289,0.000308847,4mg070504,3110608
2007,0,9290992.00,609525.00,3393215,232432,3.1747,0.290829,0.399842,0.37051,4,2.08897,3,1.02653,0.00035528,4mg070504,3110608
2008,0,10159765.00,599291.00,3789412,207186,0.093507,0.484532,-0.0167901,0.0446243,5,2.50364,2,1.2375,0.000481967,4mg070504,3110608
2009,0,46775470.00,369807.00,11069484,105613,3.60399,0.490136,-0.382926,-0.370699,5,2.55747,4,2.3912,0.000739,4mg070504,3110608
2010,0,41146188.00,565019.00,8976729,108974,-0.120347,0.929444,0.527875,0.0735754,6,2.97266,22,8.00184,-0.061034,4mg070504,3110608
2011,0,34344932.00,563203.00,8890326,153585,-0.165295,0.728563,-0.00321405,0.0528113,5,3.7258,3,2.58454,0.00214836,4mg070504,3110608
2012,0,32087573.00,1005305.00,10611562,245863,-0.0657261,0.281312,0.784978,0.105252,7,5.62863,3,1.79271,0.00485619,4mg070504,3110608
2013,0,43175086.00,451029.00,20676533,84265,0.345539,0.33558,-0.551351,-0.0552577,9,4.52295,6,2.1727,0.00557949,4mg070504,3110608
2014,0,66646035.00,699086.00,35764584,66268,0.543622,0.0733744,0.54998,0.135824,7,4.26438,17,4.56689,0.00629941,4mg070504,3110608
2001,0,156850.00,5250.00,15650,510,None,None,None,None,1,1.0,4,3.31426,None,4mg070505,3117900
2002,0,967912.00,None,11325750,None,5.17094,None,None,None,0,None,0,None,None,4mg070505,3117900
2003,0,5424113.00,None,51429441,None,4.60393,None,None,None,0,None,0,None,None,4mg070505,3117900
2004,0,2533912.00,None,19789348,None,-0.532843,None,None,None,0,None,0,None,None,4mg070505,3117900
2005,0,3640130.00,None,20716252,None,0.436565,None,None,None,0,None,0,None,None,4mg070505,3117900
2006,0,6469429.00,None,37557500,None,0.777252,1.10415,None,None,0,None,0,None,None,4mg070505,3117900
2007,0,21389906.00,None,78951187,None,2.30631,0.857268,None,None,0,None,0,None,None,4mg070505,3117900
2008,0,38591598.00,1571759.00,71232923,17417331,0.804197,0.480583,None,None,2,1.01867,2,1.01867,-0.00717516,4mg070505,3117900
2009,0,11601202.00,3568042.00,36333616,45286852,-0.699385,0.355633,1.27009,None,4,1.36035,5,1.361,-0.0452343,4mg070505,3117900
2010,0,31874903.00,3890444.00,106802054,51138955,1.74755,0.543357,0.0903582,None,3,1.10274,4,1.10492,-0.026334,4mg070505,3117900
2011,0,45997219.00,686897.00,105938491,8910039,0.443054,0.48038,-0.82344,None,3,1.15352,4,1.16187,-0.00511915,4mg070505,3117900
2012,0,30040079.00,3256.00,72657093,17,-0.346915,0.0702825,-0.99526,None,1,1.0,2,1.98493,9.58855e-05,4mg070505,3117900
2013,0,24795286.00,5443.00,69245000,16,-0.174593,-0.0846751,0.671683,-0.677974,2,1.61913,3,1.77068,0.00024108,4mg070505,3117900
2014,0,19747039.00,130633.00,66269700,4122480,-0.203597,0.112243,23.0002,-0.483911,3,1.80949,4,1.83339,0.000276717,4mg070505,3117900
2011,0,17778.00,None,4365,None,None,None,None,None,0,None,0,None,None,4mg070508,3124500
2012,0,27587.00,None,4071,None,0.551749,None,None,None,0,None,0,None,None,4mg070508,3124500
2000,0,10001653.00,10034355.00,2247278,7229786,None,None,None,None,33,10.8632,32,4.9454,None,4mg070509,3125101
2001,0,7997690.00,4660539.00,1736550,2994697,-0.200363,None,-0.535542,None,18,7.07197,31,5.31909,None,4mg070509,3125101
2002,0,8518928.00,5891945.00,2601081,5920215,0.0651736,None,0.26422,None,19,4.05192,27,3.06402,0.156399,4mg070509,3125101
2003,0,7427173.00,7031363.00,1680842,5408303,-0.128156,None,0.193386,None,22,5.54485,36,3.86997,0.234063,4mg070509,3125101
2004,0,12286503.00,10300949.00,3238473,7990448,0.654264,None,0.465,None,30,6.46431,36,3.87293,0.129915,4mg070509,3125101
2005,0,16425842.00,17850364.00,3256284,13163832,0.336901,0.10431,0.732885,0.1221,29,5.11414,30,3.04052,0.149101,4mg070509,3125101
2006,0,41679370.00,18996612.00,5446007,12443467,1.53743,0.391206,0.0642143,0.324488,34,5.31656,32,4.29431,0.257539,4mg070509,3125101
2007,0,77165269.00,16918427.00,10558042,7843675,0.851402,0.553844,-0.109398,0.234867,36,7.95973,37,4.37875,0.196131,4mg070509,3125101
2008,0,98387389.00,22597517.00,11979627,8732814,0.275022,0.676576,0.335675,0.263003,34,10.5262,31,3.41848,0.16152,4mg070509,3125101
2009,0,93001634.00,16987679.00,15833284,6777013,-0.0547403,0.499037,-0.24825,0.105227,26,5.31034,32,3.4052,0.149636,4mg070509,3125101
2010,0,185466167.00,17117380.00,35094605,4093426,0.994225,0.623856,0.007635,-0.00835085,25,6.3424,32,3.73447,0.359414,4mg070509,3125101
2011,0,342430425.00,20265719.00,45710067,4270590,0.846323,0.523808,0.183926,0.013018,30,9.76328,37,6.15776,0.179318,4mg070509,3125101
2012,0,487809941.00,25433968.00,60588061,4857951,0.424552,0.445992,0.255024,0.0849528,32,9.81332,42,9.1614,0.479773,4mg070509,3125101
2013,0,671315332.00,29365034.00,82303965,6932884,0.376182,0.468241,0.15456,0.0537897,37,15.2693,60,8.57366,1.3178,4mg070509,3125101
2014,0,634002335.00,40670762.00,78154268,12047901,-0.0555819,0.46798,0.385006,0.190775,54,14.2155,58,5.01799,1.25849,4mg070509,3125101
2000,0,3711.00,None,7500,None,None,None,None,None,0,None,0,None,None,4mg070511,3131505
2001,0,29600.00,None,48000,None,6.97629,None,None,None,0,None,0,None,None,4mg070511,3131505
2002,0,12251.00,None,13750,None,-0.586115,None,None,None,0,None,0,None,None,4mg070511,3131505
2003,0,46297.00,None,58230,None,2.77904,None,None,None,0,None,0,None,None,4mg070511,3131505
2006,0,40036.00,None,45900,None,None,0.0622624,None,None,0,None,0,None,None,4mg070511,3131505
2009,0,7312.00,None,5000,None,None,None,None,None,0,None,0,None,None,4mg070511,3131505
2013,0,31140.00,None,25000,None,None,None,None,None,0,None,0,None,None,4mg070511,3131505
2014,0,37182.00,None,25000,None,0.194027,0.384393,None,None,0,None,0,None,None,4mg070511,3131505
2000,0,312707.00,None,42479,None,None,None,None,None,0,None,0,None,None,4mg070512,3133600
2001,0,275796.00,None,47503,None,-0.118037,None,None,None,0,None,0,None,None,4mg070512,3133600
2002,0,431607.00,None,130966,None,0.56495,None,None,None,0,None,0,None,None,4mg070512,3133600
2003,0,560704.00,19653.00,116657,6918,0.299108,None,None,None,3,2.81251,4,2.04698,0.0121896,4mg070512,3133600
2004,0,590672.00,17108.00,91270,7764,0.0534471,None,-0.129497,None,3,2.1242,2,1.33934,0.0120957,4mg070512,3133600
2005,0,381577.00,9214.00,103441,1869,-0.353995,0.0406122,-0.461422,None,3,2.68107,3,2.6039,0.00117607,4mg070512,3133600
2006,0,461813.00,2457.00,159072,656,0.210275,0.108602,-0.733341,None,1,1.0,2,1.00359,-6.09524e-05,4mg070512,3133600
2007,0,1309299.00,124341.00,267485,37327,1.83513,0.248504,49.6068,None,4,1.22099,6,1.59285,0.0305206,4mg070512,3133600
2008,0,1493776.00,225350.00,156524,80101,0.140898,0.216495,0.812355,0.628867,7,2.82109,5,2.07988,0.0140654,4mg070512,3133600
2009,0,878973.00,113497.00,117991,36539,-0.411576,0.0827441,-0.496352,0.460014,5,3.79097,6,3.63749,-0.0460962,4mg070512,3133600
2010,0,1361933.00,189076.00,158745,21013,0.549459,0.289777,0.665912,0.829943,6,2.32888,5,1.98674,0.0241355,4mg070512,3133600
2011,0,1585393.00,204620.00,182751,20896,0.164076,0.279777,0.0822103,1.42163,4,2.0292,8,2.00284,0.0243079,4mg070512,3133600
2012,0,1029759.00,263404.00,128049,27419,-0.350471,-0.0468981,0.287284,0.161988,6,1.65913,6,1.59213,0.0474933,4mg070512,3133600
2013,0,1173422.00,75961.00,169495,8220,0.139511,-0.0471298,-0.711618,-0.195462,3,1.63283,3,1.34129,0.0140842,4mg070512,3133600
2014,0,1118540.00,12606.00,285416,792,-0.0467709,0.0493858,-0.834046,-0.355655,3,2.91313,4,3.65777,0.000305857,4mg070512,3133600
2010,0,41052.00,None,11690,None,None,None,None,None,0,None,0,None,None,4mg070513,3143807
2013,0,None,2945.00,None,716,None,None,None,None,1,1.0,2,1.07453,-2.34382e-05,4mg070513,3143807
2000,0,26892567.00,13664543.00,7876792,1831188,None,None,None,None,22,5.55249,43,8.59944,None,4mg070514,3152501
2001,0,31325456.00,15800177.00,7044488,3998085,0.164837,None,0.15629,None,31,5.94328,45,6.51635,None,4mg070514,3152501
2002,0,29325098.00,10053164.00,6228497,2183257,-0.0638573,None,-0.363731,None,37,6.31489,67,13.1161,1.03465,4mg070514,3152501
2003,0,25002112.00,3706523.00,5870618,2085695,-0.147416,None,-0.631308,None,34,12.4125,51,14.9376,-0.224941,4mg070514,3152501
2004,0,30315213.00,3223742.00,6319897,1731872,0.212506,None,-0.130252,None,37,12.9402,58,10.4764,-0.306689,4mg070514,3152501
2005,0,50261203.00,5660117.00,13702684,2380827,0.657953,0.133235,0.75576,-0.16161,51,13.349,40,7.91884,-0.593588,4mg070514,3152501
2006,0,96705729.00,11517046.00,16814351,3617395,0.924063,0.252884,1.03477,-0.0612805,44,12.4406,44,14.1257,-0.504463,4mg070514,3152501
2007,0,117303378.00,21434505.00,23891867,5599221,0.212993,0.319515,0.861111,0.163489,48,7.8497,41,9.698,-0.396534,4mg070514,3152501
2008,0,141878430.00,13281382.00,20241034,2816868,0.2095,0.415103,-0.380374,0.290789,45,10.0958,51,12.4571,-0.313627,4mg070514,3152501
2009,0,80725364.00,13886909.00,11518165,3319478,-0.431024,0.216382,0.0455922,0.339211,41,9.86512,59,11.3728,-0.0200148,4mg070514,3152501
2010,0,98298818.00,22198326.00,14334599,5495600,0.217694,0.143571,0.598507,0.314313,43,7.05377,77,6.84088,0.126085,4mg070514,3152501
2011,0,233998517.00,31855818.00,30529305,3384732,1.38048,0.193307,0.435055,0.225659,44,6.31733,87,7.91387,-0.219746,4mg070514,3152501
2012,0,296302140.00,39493349.00,42766098,3905494,0.266256,0.203607,0.239753,0.13001,42,4.9738,82,5.73015,-0.0723821,4mg070514,3152501
2013,0,412226867.00,45305764.00,74706543,8256548,0.391238,0.237781,0.147175,0.278151,44,5.72233,88,6.03724,-0.0849927,4mg070514,3152501
2014,0,392411847.00,44813739.00,63514732,10315788,-0.0480682,0.371976,-0.0108601,0.264041,39,5.56631,80,6.0694,-0.24504,4mg070514,3152501
2006,0,4236.00,None,55,None,None,None,None,None,0,None,0,None,None,4mg070515,3165404
2007,0,537.00,None,9,None,-0.873229,None,None,None,0,None,0,None,None,4mg070515,3165404
2008,0,204809.00,None,17488,None,380.395,None,None,None,0,None,0,None,None,4mg070515,3165404
2009,0,240753.00,None,6042,None,0.1755,None,None,None,0,None,0,None,None,4mg070515,3165404
2010,0,555931.00,None,11180,None,1.30913,None,None,None,0,None,0,None,None,4mg070515,3165404
2011,0,1781223.00,6210.00,73202,302,2.20404,2.34775,None,None,2,1.34879,2,1.34879,0.000205236,4mg070515,3165404
2012,0,95468.00,125638.00,14580,2967,-0.946403,1.81823,19.2316,None,5,3.53715,5,2.40665,0.00239448,4mg070515,3165404
2013,0,265637.00,None,27333,None,1.78247,0.0533869,None,None,0,None,0,None,None,4mg070515,3165404
2014,0,303866.00,None,23631,None,0.143914,0.0476641,None,None,0,None,0,None,None,4mg070515,3165404
2006,0,23311.00,None,27150,None,None,None,None,None,0,None,0,None,None,4mg070516,3165578
2007,0,15018.00,None,12500,None,-0.355755,None,None,None,0,None,0,None,None,4mg070516,3165578
2008,0,21477.00,None,20000,None,0.430084,None,None,None,0,None,0,None,None,4mg070516,3165578
2009,0,22074.00,None,17500,None,0.0277972,None,None,None,0,None,0,None,None,4mg070516,3165578
2011,0,46245.00,None,715,None,None,0.146835,None,None,0,None,0,None,None,4mg070516,3165578
2012,0,22275.00,None,447,None,-0.518326,0.0820345,None,None,0,None,0,None,None,4mg070516,3165578
2013,0,48997.00,None,752,None,1.19964,0.17934,None,None,0,None,0,None,None,4mg070516,3165578
2008,0,1571500.00,None,94461,None,None,None,None,None,0,None,0,None,None,4mg070519,3169109
2009,0,2130338.00,None,172758,None,0.355608,None,None,None,0,None,0,None,None,4mg070519,3169109
2010,0,2761239.00,None,260505,None,0.296151,None,None,None,0,None,0,None,None,4mg070519,3169109
