year,age,classes,enrolled,enrolled_growth,enrolled_growth_5,bra_id,num_schools,ibge_id
2011,12.9455,118,2753,-0.0490501,None,4mg010104,13,3125705
2012,12.8395,110,2642,-0.0403197,-0.0337014,4mg010104,13,3125705
2013,12.76,110,2572,-0.03,-0.03,4mg010104,13,3125705
2014,12.78,110,2597,0.01,-0.03,4mg010104,14,3125705
2007,12.2773,71,1529,None,None,4mg010105,8,3131109
2008,12.3563,64,1521,-0.00523218,None,4mg010105,8,3131109
2009,12.5064,63,1481,-0.0262985,None,4mg010105,8,3131109
2010,12.3971,61,1428,-0.0357866,None,4mg010105,8,3131109
2011,12.5507,63,1411,-0.0119048,None,4mg010105,8,3131109
2012,12.4006,57,1338,-0.0517364,-0.0263346,4mg010105,8,3131109
2013,12.43,61,1287,-0.04,-0.03,4mg010105,8,3131109
2014,12.2,51,1260,-0.02,-0.03,4mg010105,8,3131109
2007,12.7346,35,923,None,None,4mg010106,2,3136405
2008,12.8247,36,890,-0.035753,None,4mg010106,2,3136405
2009,12.5179,33,838,-0.058427,None,4mg010106,2,3136405
2010,14.5368,37,950,0.133652,None,4mg010106,3,3136405
2011,14.0264,35,832,-0.124211,None,4mg010106,3,3136405
2012,12.7294,32,802,-0.0360577,-0.0277129,4mg010106,2,3136405
2013,12.86,31,762,-0.05,-0.03,4mg010106,2,3136405
2014,12.31,32,735,-0.04,-0.03,4mg010106,2,3136405
2007,13.082,34,683,None,None,4mg010107,4,3142502
2008,12.9247,36,664,-0.0278184,None,4mg010107,4,3142502
2009,12.8085,32,637,-0.0406627,None,4mg010107,4,3142502
2010,13.1829,31,607,-0.0470958,None,4mg010107,4,3142502
2011,13.7586,32,584,-0.0378913,None,4mg010107,4,3142502
2012,13.6823,31,576,-0.0136986,-0.0335033,4mg010107,4,3142502
2013,12.79,29,528,-0.08,-0.04,4mg010107,4,3142502
2014,12.87,28,501,-0.05,-0.05,4mg010107,4,3142502
2007,13.1732,37,710,None,None,4mg010108,5,3143609
2008,12.8992,37,764,0.0760563,None,4mg010108,5,3143609
2009,13.2519,37,774,0.013089,None,4mg010108,5,3143609
2010,12.6997,33,706,-0.0878553,None,4mg010108,5,3143609
2011,12.6241,34,665,-0.0580737,None,4mg010108,5,3143609
2012,12.2651,34,630,-0.0526316,-0.0236255,4mg010108,5,3143609
2013,12.4,34,600,-0.05,-0.05,4mg010108,5,3143609
2014,12.45,33,587,-0.02,-0.05,4mg010108,5,3143609
2007,12.9905,49,1153,None,None,4mg010109,5,3153202
2008,12.8822,49,1078,-0.0650477,None,4mg010109,5,3153202
2009,12.8718,46,1053,-0.0231911,None,4mg010109,5,3153202
2010,13.5652,46,1012,-0.0389364,None,4mg010109,5,3153202
2011,13.2623,42,915,-0.0958498,None,4mg010109,5,3153202
2012,12.4815,38,839,-0.0830601,-0.0616032,4mg010109,5,3153202
2013,13.42,39,814,-0.03,-0.05,4mg010109,5,3153202
2014,13.11,38,811,0.0,-0.05,4mg010109,5,3153202
2007,12.3876,43,841,None,None,4mg010110,8,3160603
2008,12.724,44,855,0.0166468,None,4mg010110,8,3160603
2009,13.1276,46,831,-0.0280702,None,4mg010110,7,3160603
2010,13.0541,43,777,-0.064982,None,4mg010110,7,3160603
2011,14.6553,42,821,0.0566281,None,4mg010110,7,3160603
2012,14.0616,37,714,-0.130329,-0.0322115,4mg010110,6,3160603
2013,12.61,34,633,-0.11,-0.06,4mg010110,6,3160603
2014,12.41,33,607,-0.04,-0.06,4mg010110,6,3160603
2007,12.3378,172,4653,None,None,4mg010200,15,3100203
2008,12.3943,172,4583,-0.0150441,None,4mg010200,16,3100203
2009,13.0414,185,4542,-0.0089461,None,4mg010200,15,3100203
2010,13.1429,182,4430,-0.0246587,None,4mg010200,15,3100203
2011,13.131,175,4237,-0.0435666,None,4mg010200,15,3100203
2012,13.0638,172,3999,-0.0561718,-0.0298393,4mg010200,16,3100203
2013,13.08,173,3931,-0.02,-0.03,4mg010200,16,3100203
2014,12.83,162,3786,-0.04,-0.04,4mg010200,16,3100203
2007,12.6816,26,490,None,None,4mg010201,2,3107000
2008,12.7794,26,476,-0.0285714,None,4mg010201,2,3107000
2009,12.8326,25,436,-0.0840336,None,4mg010201,2,3107000
2010,12.9277,24,415,-0.0481651,None,4mg010201,2,3107000
2011,13.2668,24,386,-0.0698795,None,4mg010201,2,3107000
2012,12.8935,21,385,-0.00259067,-0.0470877,4mg010201,2,3107000
2013,12.7,21,369,-0.04,-0.05,4mg010201,2,3107000
2014,12.4,20,342,-0.07,-0.05,4mg010201,2,3107000
2007,12.0039,13,259,None,None,4mg010202,2,3115607
2008,11.8794,13,257,-0.00772201,None,4mg010202,2,3115607
2009,12.5543,14,276,0.07393,None,4mg010202,2,3115607
2010,12.6264,13,273,-0.0108696,None,4mg010202,2,3115607
2011,12.6364,12,242,-0.113553,None,4mg010202,2,3115607
2012,12.6087,13,230,-0.0495868,-0.0234699,4mg010202,2,3115607
2013,12.98,13,227,-0.01,-0.02,4mg010202,2,3115607
2014,13.14,12,227,0.0,-0.04,4mg010202,2,3115607
2007,12.5649,114,1871,None,None,4mg010203,9,3143500
2008,12.4168,116,1802,-0.0368787,None,4mg010203,9,3143500
2009,12.4584,103,1695,-0.0593785,None,4mg010203,8,3143500
2010,12.2631,101,1608,-0.0513274,None,4mg010203,8,3143500
2011,12.5018,102,1642,0.0211443,None,4mg010203,8,3143500
2012,12.5889,95,1547,-0.0578563,-0.037317,4mg010203,8,3143500
2013,12.65,96,1521,-0.02,-0.03,4mg010203,8,3143500
2014,12.49,97,1480,-0.03,-0.03,4mg010203,9,3143500
2007,13.9009,68,1080,None,None,4mg010204,7,3146404
2008,14.2823,67,1045,-0.0324074,None,4mg010204,7,3146404
2009,13.8541,64,987,-0.0555024,None,4mg010204,7,3146404
2010,13.7994,55,977,-0.0101317,None,4mg010204,6,3146404
2011,13.3821,53,895,-0.0839304,None,4mg010204,6,3146404
2012,13.7584,49,865,-0.0335196,-0.0434262,4mg010204,6,3146404
2013,13.28,48,812,-0.06,-0.05,4mg010204,6,3146404
2014,13.8,48,795,-0.02,-0.04,4mg010204,6,3146404
2007,12.2635,253,6445,None,None,4mg010205,22,3152006
2008,12.0819,247,6260,-0.0287044,None,4mg010205,20,3152006
2009,12.2457,246,6362,0.0162939,None,4mg010205,20,3152006
2010,12.9943,257,6492,0.0204338,None,4mg010205,19,3152006
2011,13.2149,244,6263,-0.0352742,None,4mg010205,15,3152006
2012,13.0306,232,5983,-0.044707,-0.0147664,4mg010205,15,3152006
2013,12.77,228,5706,-0.05,-0.02,4mg010205,15,3152006
2014,12.5,220,5623,-0.01,-0.02,4mg010205,15,3152006
2007,12.3647,245,6156,None,None,4mg010206,24,3169356
2008,12.2995,255,6221,0.0105588,None,4mg010206,23,3169356
2009,12.3008,250,6043,-0.0286128,None,4mg010206,23,3169356
2010,12.9478,252,6154,0.0183684,None,4mg010206,23,3169356
2011,13.226,255,6044,-0.0178746,None,4mg010206,24,3169356
2012,13.2856,246,5904,-0.0231635,-0.00832458,4mg010206,24,3169356
2013,13.18,254,6015,0.02,-0.01,4mg010206,24,3169356
2014,13.75,261,6254,0.04,0.01,4mg010206,22,3169356
2007,13.2973,375,9076,None,None,4mg020000,58,3101706
2008,13.6162,388,9059,-0.00187307,None,4mg020000,58,3101706
2009,13.0806,380,8684,-0.0413953,None,4mg020000,58,3101706
2010,12.9378,367,8085,-0.0689774,None,4mg020000,55,3101706
2011,13.397,372,8541,0.0564007,None,4mg020000,54,3101706
2012,13.5761,361,8595,0.00632244,-0.0108315,4mg020000,53,3101706
2013,13.53,355,8391,-0.02,-0.02,4mg020000,50,3101706
2014,13.42,363,8352,0.0,-0.01,4mg020000,51,3101706
2007,12.7896,54,1041,None,None,4mg020001,18,3105202
2008,13.0459,56,1067,0.024976,None,4mg020001,17,3105202
2009,12.6057,52,1060,-0.00656045,None,4mg020001,13,3105202
2010,12.603,48,1010,-0.0471698,None,4mg020001,13,3105202
2011,12.688,48,952,-0.0574257,None,4mg020001,13,3105202
2012,12.814,43,957,0.0052521,-0.016686,4mg020001,10,3105202
2013,13.04,41,926,-0.03,-0.03,4mg020001,8,3105202
2014,12.9,41,887,-0.04,-0.04,4mg020001,9,3105202
2007,12.6781,74,2032,None,None,4mg020002,9,3122454
2008,12.6404,77,1958,-0.0364173,None,4mg020002,8,3122454
2009,12.5943,76,1972,0.00715015,None,4mg020002,8,3122454
2010,12.9116,76,2025,0.0268763,None,4mg020002,7,3122454
2011,12.9474,74,1939,-0.0424691,None,4mg020002,7,3122454
2012,12.9303,75,1952,0.00670449,-0.00800103,4mg020002,7,3122454
2013,12.84,76,1890,-0.03,-0.01,4mg020002,7,3122454
2014,12.47,70,1776,-0.06,-0.02,4mg020002,6,3122454
2007,12.2275,101,1811,None,None,4mg020003,12,3125606
2008,12.3221,98,1717,-0.051905,None,4mg020003,10,3125606
2009,12.4121,79,1621,-0.0559115,None,4mg020003,10,3125606
2010,12.5575,69,1679,0.0357804,None,4mg020003,8,3125606
2011,12.6391,67,1546,-0.0792138,None,4mg020003,8,3125606
2012,12.8544,63,1511,-0.0226391,-0.0355733,4mg020003,8,3125606
2013,12.8,56,1458,-0.04,-0.03,4mg020003,8,3125606
2014,12.67,55,1414,-0.03,-0.03,4mg020003,7,3125606
2007,12.922,112,2744,None,None,4mg020004,17,3134707
2008,12.9812,118,2660,-0.0306122,None,4mg020004,16,3134707
2009,13.2508,113,2664,0.00150376,None,4mg020004,16,3134707
2010,12.4877,108,2483,-0.0679429,None,4mg020004,15,3134707
2011,12.476,98,2332,-0.0608135,None,4mg020004,15,3134707
2012,12.3649,98,2258,-0.0317324,-0.0382372,4mg020004,16,3134707
2013,12.14,92,2191,-0.03,-0.04,4mg020004,12,3134707
2014,12.11,93,2149,-0.02,-0.04,4mg020004,12,3134707
2007,12.2682,224,5183,None,None,4mg020005,38,3135803
2008,12.1992,232,5423,0.0463052,None,4mg020005,39,3135803
2009,12.5141,234,5382,-0.00756039,None,4mg020005,39,3135803
2010,12.3766,226,5218,-0.0304719,None,4mg020005,37,3135803
2011,12.5927,222,5149,-0.0132235,None,4mg020005,37,3135803
2012,12.5914,215,5015,-0.0260245,-0.00656846,4mg020005,36,3135803
2013,12.71,206,4949,-0.01,-0.02,4mg020005,31,3135803
2014,12.77,204,4955,0.0,-0.02,4mg020005,29,3135803
2007,11.944,154,3787,None,None,4mg020006,22,3136009
2008,11.9759,157,3769,-0.0047531,None,4mg020006,16,3136009
2009,11.9327,157,3610,-0.0421863,None,4mg020006,17,3136009
2010,12.1894,150,3596,-0.00387812,None,4mg020006,17,3136009
2011,12.1845,149,3393,-0.0564516,None,4mg020006,17,3136009
2012,12.1507,146,3265,-0.0377247,-0.0292273,4mg020006,17,3136009
2013,12.14,135,3203,-0.02,-0.03,4mg020006,17,3136009
2014,12.22,139,3178,-0.01,-0.03,4mg020006,19,3136009
2007,12.6151,98,2559,None,None,4mg020007,17,3136504
2008,12.3719,105,2544,-0.00586166,None,4mg020007,18,3136504
2009,13.3009,108,2532,-0.00471698,None,4mg020007,18,3136504
2010,12.2709,99,2340,-0.0758294,None,4mg020007,18,3136504
2011,12.2006,89,2178,-0.0692308,None,4mg020007,18,3136504
2012,12.2689,84,2064,-0.0523416,-0.042083,4mg020007,17,3136504
2013,12.67,84,2049,-0.01,-0.04,4mg020007,14,3136504
2014,12.62,86,1981,-0.03,-0.05,4mg020007,14,3136504
2007,13.1722,78,2021,None,None,4mg020008,13,3140555
2008,13.6861,85,2211,0.0940129,None,4mg020008,13,3140555
2009,13.0094,82,2133,-0.0352782,None,4mg020008,13,3140555
2010,12.8421,77,2122,-0.00515706,None,4mg020008,12,3140555
2011,13.0703,80,2133,0.00518379,None,4mg020008,12,3140555
2012,13.143,70,2049,-0.0393812,0.00275568,4mg020008,7,3140555
2013,12.97,72,1987,-0.03,-0.02,4mg020008,7,3140555
2014,12.66,74,1907,-0.04,-0.02,4mg020008,7,3140555
2007,12.2682,52,1413,None,None,4mg020009,13,3143153
2008,12.0194,55,1340,-0.0516631,None,4mg020009,13,3143153
2009,11.8943,56,1334,-0.00447761,None,4mg020009,13,3143153
2010,12.0443,57,1377,0.0322339,None,4mg020009,13,3143153
2011,12.1912,58,1302,-0.0544662,None,4mg020009,13,3143153
2012,12.1024,57,1319,0.0130568,-0.0136739,4mg020009,13,3143153
2013,12.32,54,1372,0.04,0.0,4mg020009,13,3143153
2014,12.36,58,1359,-0.01,0.0,4mg020009,13,3143153
2007,13.1656,84,2017,None,None,4mg020010,18,3146750
2008,13.2861,85,1947,-0.034705,None,4mg020010,17,3146750
2009,13.1428,84,1751,-0.100668,None,4mg020010,16,3146750
2010,13.2311,76,1631,-0.0685323,None,4mg020010,13,3146750
2011,12.9533,71,1563,-0.0416922,None,4mg020010,13,3146750
2012,12.905,67,1494,-0.0441459,-0.0582645,4mg020010,13,3146750
2013,13.05,69,1498,0.0,-0.05,4mg020010,12,3146750
2014,13.27,66,1477,-0.01,-0.03,4mg020010,12,3146750
2007,12.4467,60,1406,None,None,4mg020011,7,3155108
2008,12.6669,57,1378,-0.0199147,None,4mg020011,5,3155108
2009,12.7387,56,1324,-0.0391872,None,4mg020011,5,3155108
2010,13.1829,55,1307,-0.0128399,None,4mg020011,5,3155108
2011,13.4021,52,1231,-0.0581484,None,4mg020011,5,3155108
2012,13.6555,49,1199,-0.0259951,-0.0313502,4mg020011,4,3155108
2013,13.34,49,1083,-0.1,-0.05,4mg020011,5,3155108
2014,13.01,44,1034,-0.05,-0.05,4mg020011,5,3155108
2007,12.6859,101,2241,None,None,4mg020012,11,3156601
2008,13.1226,95,2267,0.011602,None,4mg020012,10,3156601
2009,12.4772,94,2129,-0.0608734,None,4mg020012,10,3156601
2010,12.4011,80,2057,-0.0338187,None,4mg020012,9,3156601
2011,12.6675,76,2009,-0.023335,None,4mg020012,8,3156601
2012,12.6646,72,1914,-0.0472872,-0.031053,4mg020012,8,3156601
2013,12.68,71,1870,-0.02,-0.04,4mg020012,8,3156601
2014,12.48,70,1743,-0.07,-0.04,4mg020012,8,3156601
2007,13.5336,63,1683,None,None,4mg020013,11,3157104
2008,14.745,69,1741,0.0344623,None,4mg020013,11,3157104
2009,13.7334,57,1613,-0.073521,None,4mg020013,7,3157104
2010,13.0137,60,1458,-0.0960942,None,4mg020013,5,3157104
2011,12.712,50,1441,-0.0116598,None,4mg020013,4,3157104
2012,12.3263,49,1333,-0.074948,-0.0455587,4mg020013,4,3157104
2013,12.24,46,1336,0.0,-0.05,4mg020013,4,3157104
2014,12.0,46,1348,0.01,-0.04,4mg020013,4,3157104
2007,13.1932,54,1346,None,None,4mg020014,4,3158102
2008,13.3066,57,1321,-0.0185736,None,4mg020014,4,3158102
2009,13.13,56,1246,-0.0567752,None,4mg020014,4,3158102
2010,13.0102,54,1180,-0.0529695,None,4mg020014,4,3158102
2011,13.29,57,1131,-0.0415254,None,4mg020014,4,3158102
2012,13.1269,51,1040,-0.0804598,-0.0502755,4mg020014,4,3158102
2013,12.75,45,950,-0.09,-0.06,4mg020014,4,3158102
2014,12.48,42,962,0.01,-0.05,4mg020014,4,3158102
2007,12.8505,136,3143,None,None,4mg020015,25,3160306
2008,12.8764,145,3090,-0.0168629,None,4mg020015,25,3160306
2009,13.0672,133,2873,-0.0702265,None,4mg020015,22,3160306
2010,12.9639,127,2716,-0.0546467,None,4mg020015,17,3160306
2011,12.821,118,2631,-0.031296,None,4mg020015,16,3160306
2012,12.6188,106,2466,-0.0627138,-0.047358,4mg020015,15,3160306
2013,12.75,104,2431,-0.01,-0.05,4mg020015,14,3160306
2014,12.26,103,2357,-0.03,-0.04,4mg020015,14,3160306
2007,12.5948,369,8946,None,None,4mg020100,46,3103405
2008,12.4572,374,8537,-0.0457188,None,4mg020100,45,3103405
2009,12.9892,374,8640,0.0120651,None,4mg020100,46,3103405
2010,13.3856,382,8708,0.00787037,None,4mg020100,47,3103405
2011,13.6921,367,8599,-0.0125172,None,4mg020100,45,3103405
2012,13.2299,349,8067,-0.0618677,-0.0204725,4mg020100,43,3103405
2013,13.0,341,7729,-0.04,-0.02,4mg020100,41,3103405
2014,13.19,329,7627,-0.01,-0.02,4mg020100,37,3103405
2007,12.8065,234,5809,None,None,4mg020101,29,3113008
2008,12.8229,245,5782,-0.00464796,None,4mg020101,29,3113008
2009,12.9938,241,5622,-0.0276721,None,4mg020101,29,3113008
2010,12.9356,243,5530,-0.0163643,None,4mg020101,29,3113008
2011,12.7435,229,5221,-0.055877,None,4mg020101,29,3113008
2012,12.6306,224,5087,-0.0256656,-0.0261948,4mg020101,29,3113008
2013,12.59,223,4974,-0.02,-0.03,4mg020101,29,3113008
2014,12.55,214,4962,0.0,-0.02,4mg020101,27,3113008
2007,12.9036,101,2448,None,None,4mg020102,10,3119500
2008,12.7388,103,2343,-0.0428922,None,4mg020102,10,3119500
2009,12.6285,100,2234,-0.0465216,None,4mg020102,10,3119500
2010,12.6424,97,2086,-0.0662489,None,4mg020102,10,3119500
2011,12.5799,89,1983,-0.0493768,None,4mg020102,10,3119500
2012,12.5839,88,1920,-0.03177,-0.0474277,4mg020102,10,3119500
2013,13.1,93,1921,0.0,-0.04,4mg020102,10,3119500
2014,13.15,90,1950,0.02,-0.03,4mg020102,10,3119500
2007,12.6303,167,3765,None,None,4mg020103,34,3134004
2008,12.8934,171,3949,0.0488712,None,4mg020103,34,3134004
2009,12.5313,180,3706,-0.0615346,None,4mg020103,31,3134004
2010,12.4511,176,3618,-0.0237453,None,4mg020103,30,3134004
2011,13.0834,171,3634,0.00442233,None,4mg020103,24,3134004
2012,12.9936,157,3450,-0.0506329,-0.0173229,4mg020103,23,3134004
2013,13.0,159,3376,-0.02,-0.03,4mg020103,23,3134004
2014,12.82,152,3322,-0.02,-0.02,4mg020103,21,3134004
2007,12.3514,359,8572,None,None,4mg020104,37,3145307
2008,12.4141,365,8614,0.00489967,None,4mg020104,32,3145307
2009,12.3819,348,8495,-0.0138147,None,4mg020104,32,3145307
2010,12.5788,351,8322,-0.0203649,None,4mg020104,31,3145307
2011,12.692,343,8225,-0.0116559,None,4mg020104,32,3145307
2012,12.9342,337,8241,0.00194529,-0.00784494,4mg020104,33,3145307
2013,13.1,340,7999,-0.03,-0.01,4mg020104,34,3145307
2014,13.01,324,7746,-0.03,-0.02,4mg020104,34,3145307
2007,12.7278,199,5132,None,None,4mg020105,24,3146305
2008,12.9808,199,5044,-0.0171473,None,4mg020105,24,3146305
2009,12.6047,192,4880,-0.0325139,None,4mg020105,24,3146305
2010,12.5707,190,4640,-0.0491803,None,4mg020105,24,3146305
2011,12.7638,189,4594,-0.00991379,None,4mg020105,24,3146305
2012,12.9317,188,4640,0.0100131,-0.0199544,4mg020105,24,3146305
2013,12.88,184,4441,-0.04,-0.03,4mg020105,24,3146305
2014,12.62,170,4213,-0.05,-0.03,4mg020105,24,3146305
2007,12.3758,134,3044,None,None,4mg020106,26,3152170
2008,12.67,137,3079,0.011498,None,4mg020106,26,3152170
2009,12.6606,148,3150,0.0230594,None,4mg020106,25,3152170
2010,12.7127,136,2993,-0.0498413,None,4mg020106,22,3152170
2011,12.7121,127,3005,0.00400936,None,4mg020106,22,3152170
2012,12.7751,132,3063,0.0193012,0.00124525,4mg020106,22,3152170
2013,12.66,121,2936,-0.04,-0.01,4mg020106,15,3152170
2014,12.33,113,2785,-0.05,-0.02,4mg020106,15,3152170
2007,13.1913,155,3210,None,None,4mg020107,25,3171600
2008,12.8316,155,3046,-0.0510903,None,4mg020107,25,3171600
2009,12.7336,146,2958,-0.0288903,None,4mg020107,26,3171600
2010,12.9182,142,2885,-0.0246788,None,4mg020107,22,3171600
2011,13.0931,138,2804,-0.0280763,None,4mg020107,22,3171600
2012,12.86,114,2614,-0.0677603,-0.0402456,4mg020107,21,3171600
2013,12.91,115,2583,-0.01,-0.03,4mg020107,19,3171600
2014,12.93,113,2483,-0.04,-0.03,4mg020107,19,3171600
2007,12.5804,110,2741,None,None,4mg020200,9,3102852
2008,12.3965,116,2779,0.0138636,None,4mg020200,9,3102852
2009,12.9855,113,2766,-0.00467794,None,4mg020200,8,3102852
2010,13.2252,112,2638,-0.0462762,None,4mg020200,7,3102852
2011,13.6974,112,2604,-0.0128886,None,4mg020200,7,3102852
2012,13.5509,104,2534,-0.0268817,-0.0155821,4mg020200,7,3102852
2013,13.21,100,2427,-0.04,-0.03,4mg020200,6,3102852
2014,12.94,93,2245,-0.07,-0.04,4mg020200,5,3102852
2007,12.6069,102,1399,None,None,4mg020201,17,3104452
2008,12.2254,69,1402,0.00214439,None,4mg020201,17,3104452
2009,12.4599,63,1396,-0.0042796,None,4mg020201,15,3104452
2010,12.582,76,1347,-0.0351003,None,4mg020201,12,3104452
2011,13.4301,64,1330,-0.0126206,None,4mg020201,9,3104452
2012,12.7504,59,1282,-0.0360902,-0.0173156,4mg020201,6,3104452
2013,12.73,63,1242,-0.03,-0.02,4mg020201,6,3104452
2014,12.62,60,1197,-0.04,-0.03,4mg020201,5,3104452
2007,12.8366,174,3561,None,None,4mg020202,30,3106507
2008,12.9029,178,3408,-0.0429655,None,4mg020202,29,3106507
2009,12.8219,176,3139,-0.0789319,None,4mg020202,29,3106507
2010,13.01,172,3000,-0.0442816,None,4mg020202,29,3106507
2011,13.1392,163,2874,-0.042,None,4mg020202,26,3106507
2012,13.0458,137,2707,-0.0581072,-0.0533635,4mg020202,26,3106507
2013,13.19,156,2488,-0.08,-0.06,4mg020202,25,3106507
2014,12.89,144,2412,-0.03,-0.05,4mg020202,23,3106507
2007,12.194,348,8911,None,None,4mg020203,41,3112307
2008,12.148,379,8932,0.00235664,None,4mg020203,40,3112307
2009,12.3601,370,8984,0.00582176,None,4mg020203,41,3112307
2010,12.5098,355,8960,-0.00267142,None,4mg020203,41,3112307
2011,12.7977,355,8724,-0.0263393,None,4mg020203,40,3112307
2012,12.7501,341,8589,-0.0154746,-0.00733381,4mg020203,38,3112307
2013,12.88,331,8644,0.01,-0.01,4mg020203,34,3112307
2014,12.68,318,8578,-0.01,-0.01,4mg020203,32,3112307
2007,12.6798,108,2533,None,None,4mg020204,7,3113503
2008,12.2339,110,2377,-0.0615871,None,4mg020204,7,3113503
2009,12.5847,113,2307,-0.0294489,None,4mg020204,8,3113503
2010,12.6601,112,2198,-0.0472475,None,4mg020204,8,3113503
2011,12.746,116,2114,-0.0382166,None,4mg020204,8,3113503
2012,12.6985,105,2023,-0.0430464,-0.0439686,4mg020204,8,3113503
2013,12.95,99,1907,-0.06,-0.04,4mg020204,8,3113503
2014,13.07,99,1994,0.05,-0.03,4mg020204,8,3113503
2007,12.1886,210,3966,None,None,4mg020205,33,3116100
2008,11.9127,226,3964,-0.000504286,None,4mg020205,33,3116100
2009,12.2419,220,3782,-0.0459132,None,4mg020205,33,3116100
2010,12.3979,228,3639,-0.0378107,None,4mg020205,33,3116100
2011,12.5638,194,3510,-0.0354493,None,4mg020205,32,3116100
2012,12.808,185,3328,-0.0518519,-0.0344692,4mg020205,33,3116100
2013,13.02,190,3155,-0.05,-0.04,4mg020205,32,3116100
2014,12.89,173,3003,-0.05,-0.05,4mg020205,31,3116100
2007,12.4097,117,2153,None,None,4mg020206,24,3126505
2008,12.3627,106,2065,-0.0408732,None,4mg020206,23,3126505
2009,12.2496,110,2023,-0.020339,None,4mg020206,23,3126505
2010,12.3731,101,1927,-0.0474543,None,4mg020206,21,3126505
2011,12.5223,92,1863,-0.0332122,None,4mg020206,20,3126505
2012,12.5443,88,1782,-0.0434783,-0.0371187,4mg020206,19,3126505
2013,12.67,90,1704,-0.04,-0.04,4mg020206,18,3126505
2014,12.73,85,1671,-0.02,-0.04,4mg020206,18,3126505
2007,12.1476,335,7826,None,None,4mg020207,62,3132503
2008,12.4738,357,8116,0.037056,None,4mg020207,60,3132503
2009,12.5735,367,8194,0.00961065,None,4mg020207,59,3132503
2010,12.7815,375,8367,0.021113,None,4mg020207,54,3132503
2011,12.8922,362,7994,-0.0445799,None,4mg020207,54,3132503
2012,12.863,348,7735,-0.0323993,-0.00233647,4mg020207,53,3132503
2013,12.98,326,7680,-0.01,-0.01,4mg020207,40,3132503
2014,12.65,328,7466,-0.03,-0.02,4mg020207,42,3132503
2007,13.4308,93,2024,None,None,4mg020208,15,3135456
2008,13.1573,102,2060,0.0177866,None,4mg020208,15,3135456
2009,13.2471,96,2015,-0.0218447,None,4mg020208,15,3135456
2010,14.3358,99,2129,0.0565757,None,4mg020208,15,3135456
2011,14.1249,97,2017,-0.0526069,None,4mg020208,15,3135456
2012,14.0502,92,1894,-0.0609817,-0.0131892,4mg020208,15,3135456
2013,13.69,89,1759,-0.07,-0.03,4mg020208,15,3135456
2014,13.4,91,1759,0.0,-0.03,4mg020208,15,3135456
2007,13.446,78,1397,None,None,4mg020209,6,3136520
2008,12.7722,77,1383,-0.0100215,None,4mg020209,5,3136520
2009,12.2312,55,1038,-0.249458,None,4mg020209,5,3136520
2010,12.3218,62,1125,0.083815,None,4mg020209,5,3136520
2011,12.4721,63,1093,-0.0284444,None,4mg020209,5,3136520
2012,12.8569,55,1055,-0.0347667,-0.0546096,4mg020209,5,3136520
2013,12.78,59,1036,-0.02,-0.06,4mg020209,5,3136520
2014,12.74,54,985,-0.05,-0.01,4mg020209,5,3136520
2007,12.7712,73,1425,None,None,4mg020210,8,3138351
2008,13.7182,77,1437,0.00842105,None,4mg020210,7,3138351
2009,13.1214,74,1351,-0.0598469,None,4mg020210,7,3138351
2010,13.6151,73,1364,0.0096225,None,4mg020210,7,3138351
2011,13.1089,71,1286,-0.0571848,None,4mg020210,7,3138351
2012,12.7881,71,1175,-0.0863141,-0.037846,4mg020210,7,3138351
2013,12.83,72,1157,-0.02,-0.04,4mg020210,7,3138351
